cod_representante,cod_cliente,cod_persona,num_telefono,correo_empresarial,cargo
801,6,10,972194361,elena.martinez@tottus.com,Gerente de recursos humanos
802,2,23,979422866,pedro.diaz@sanfernando.com,Gerente de producción
803,6,484,961715759,julio.huaman@plazaveayvivanda.com,Gerente de logística
804,9,80,945955453,jose.lopez@tottus.com,Gerente de almacen
805,7,598,954114336,cristhian.huaman@tottus.com,Gerente de logística
806,5,13,982742385,diego.cárdenas@sanfernando.com,Gerente de almacen
807,5,968,943828551,jose.mamano@sanfernando.com,Gerente de recursos humanos
808,7,560,916638664,fernando.vargas@wongymetro.com,Gerente de logística
809,11,265,936779976,juan.huaman@sanfernando.com,Gerente de producción
810,9,315,900495981,cristhian.rojas@sanfernando.com,Gerente de logística
811,11,444,992013023,leonardo.diaz@sanfernando.com,Gerente de producción
812,9,839,957760802,carlos.martinez@plazaveayvivanda.com,Gerente de recursos humanos
813,10,383,977748995,cristhian.martinez@wongymetro.com,Gerente de almacen
814,5,654,938096864,pedro.diaz@sanfernando.com,Gerente de producción
815,2,439,908623850,jose.mamano@wongymetro.com,Gerente de logística
816,1,266,994490908,alex.vargas@sanfernando.com,Gerente de logística
817,6,712,967092840,maria.lopez@sanfernando.com,Gerente de recursos humanos
818,9,495,900159007,maria.perez@bodega:mass.com,Gerente de producción
819,1,894,990014901,fernando.fernandez@plazaveayvivanda.com,Gerente de logística
820,8,241,918148711,carlos.vargas@bodega:mass.com,Gerente de logística
821,7,662,994446456,julio.perez@makro.com,Gerente de almacen
822,2,485,910811497,ana.gonzalez@sanfernando.com,Gerente de logística
823,6,819,929706453,maria.gonzalez@wongymetro.com,Gerente de logística
824,1,79,977298151,diana.castillo@bodega:mass.com,Gerente de recursos humanos
825,3,813,953888800,ana.fernandez@bodega:mass.com,Gerente de logística
826,4,560,935286411,pedro.castillo@sanfernando.com,Gerente de recursos humanos
827,1,231,937296334,leonardo.rodriguez@plazaveayvivanda.com,Gerente de recursos humanos
828,3,325,933684893,leonardo.mamano@makro.com,Gerente de almacen
829,6,417,906519128,luis.huaman@sanfernando.com,Gerente de producción
830,7,775,922971488,pedro.martinez@sanfernando.com,Gerente de producción
831,1,825,959871026,fernando.perez@sanfernando.com,Gerente de almacen
832,2,499,932179279,fernando.martinez@sanfernando.com,Gerente de producción
833,6,91,989374625,pedro.perez@tottus.com,Gerente de logística
834,7,191,970367943,diego.huaman@sanfernando.com,Gerente de logística
835,9,609,996639364,carlos.mamano@wongymetro.com,Gerente de logística
836,10,306,937857397,cristhian.rodriguez@sanfernando.com,Gerente de producción
837,8,292,999465246,diana.mamano@makro.com,Gerente de logística
838,10,386,941050668,pedro.castillo@sanfernando.com,Gerente de logística
839,1,404,952984489,jose.perez@makro.com,Gerente de recursos humanos
840,3,728,975674456,maria.diaz@plazaveayvivanda.com,Gerente de almacen
841,11,232,964948894,julio.diaz@wongymetro.com,Gerente de almacen
842,9,862,906404997,diego.perez@plazaveayvivanda.com,Gerente de producción
843,10,100,937603727,diana.rodriguez@sanfernando.com,Gerente de producción
844,11,15,954675331,julio.ruiz@tottus.com,Gerente de recursos humanos
845,9,291,921343333,pedro.perez@sanfernando.com,Gerente de recursos humanos
846,4,920,973217870,julio.castillo@sanfernando.com,Gerente de producción
847,4,251,939447154,jose.lopez@sanfernando.com,Gerente de producción
848,1,129,914589873,diana.castillo@sanfernando.com,Gerente de logística
849,1,900,968469184,diego.mamano@tottus.com,Gerente de almacen
850,5,120,951199835,luis.vargas@bodega:mass.com,Gerente de logística
851,4,140,954265389,elena.huaman@sanfernando.com,Gerente de producción
852,7,61,986002709,pedro.cárdenas@makro.com,Gerente de logística
853,4,669,908010262,diego.rojas@sanfernando.com,Gerente de recursos humanos
854,6,487,994179594,diana.fernandez@sanfernando.com,Gerente de recursos humanos
855,3,361,903162078,julio.lopez@bodega:mass.com,Gerente de recursos humanos
856,2,96,943092768,diana.rojas@sanfernando.com,Gerente de producción
857,10,55,980774752,cristhian.gonzalez@plazaveayvivanda.com,Gerente de almacen
858,2,677,922111431,cristhian.castillo@makro.com,Gerente de producción
859,10,991,917165761,fernando.fernandez@tottus.com,Gerente de producción
860,5,138,970586535,jose.gonzalez@sanfernando.com,Gerente de producción
861,2,5,910502596,luis.vargas@sanfernando.com,Gerente de logística
862,3,934,958304000,diana.gonzalez@sanfernando.com,Gerente de producción
863,3,127,935685115,julio.lopez@sanfernando.com,Gerente de recursos humanos
864,2,958,921701767,alex.fernandez@plazaveayvivanda.com,Gerente de logística
865,2,261,938031358,diana.gonzalez@plazaveayvivanda.com,Gerente de almacen
866,1,70,991271501,pedro.cárdenas@wongymetro.com,Gerente de recursos humanos
867,4,750,972414069,diego.diaz@sanfernando.com,Gerente de producción
868,11,697,981168085,diego.cárdenas@sanfernando.com,Gerente de producción
869,10,690,949651710,julio.rojas@sanfernando.com,Gerente de recursos humanos
870,10,712,949855578,alex.vargas@makro.com,Gerente de logística
871,5,446,961048953,maria.diaz@wongymetro.com,Gerente de producción
872,8,781,925490586,pedro.mamano@sanfernando.com,Gerente de recursos humanos
873,6,865,999371761,diego.vargas@bodega:mass.com,Gerente de logística
874,5,315,990931741,jose.lopez@bodega:mass.com,Gerente de almacen
875,10,411,903148605,diana.lopez@makro.com,Gerente de logística
876,11,306,989175688,diana.castillo@sanfernando.com,Gerente de almacen
877,3,374,991910853,maria.perez@sanfernando.com,Gerente de producción
878,6,960,910006611,luis.rojas@sanfernando.com,Gerente de recursos humanos
879,10,836,932563927,alex.rodriguez@makro.com,Gerente de recursos humanos
880,10,688,990639952,juan.rojas@plazaveayvivanda.com,Gerente de producción
881,1,977,947539180,jose.lopez@plazaveayvivanda.com,Gerente de producción
882,4,9,984882929,julio.gonzalez@sanfernando.com,Gerente de recursos humanos
883,7,962,963161196,jose.perez@sanfernando.com,Gerente de producción
884,5,646,997319573,ana.gomez@bodega:mass.com,Gerente de logística
885,9,410,991608685,fernando.vargas@bodega:mass.com,Gerente de almacen
886,6,285,928469128,fernando.lopez@sanfernando.com,Gerente de almacen
887,5,304,998472172,diego.mamano@sanfernando.com,Gerente de producción
888,8,976,920803878,luis.rodriguez@sanfernando.com,Gerente de logística
889,10,118,901597672,luis.gomez@sanfernando.com,Gerente de recursos humanos
890,2,527,940014545,luis.diaz@sanfernando.com,Gerente de almacen
891,8,536,977826403,alex.fernandez@makro.com,Gerente de recursos humanos
892,5,258,965235038,leonardo.huaman@tottus.com,Gerente de almacen
893,7,85,958398671,julio.perez@sanfernando.com,Gerente de producción
894,8,793,960084121,ana.rojas@sanfernando.com,Gerente de producción
895,6,333,921341669,pedro.lopez@sanfernando.com,Gerente de producción
896,6,788,991663103,diego.martinez@tottus.com,Gerente de producción
897,6,45,969538267,cristhian.huaman@sanfernando.com,Gerente de almacen
898,10,412,934528540,fernando.cárdenas@plazaveayvivanda.com,Gerente de almacen
899,9,351,994651722,jose.huaman@bodega:mass.com,Gerente de producción
900,9,51,918333930,leonardo.martinez@sanfernando.com,Gerente de producción
901,8,212,911704400,diana.fernandez@sanfernando.com,Gerente de almacen
902,6,534,926548418,fernando.huaman@bodega:mass.com,Gerente de producción
903,8,747,947021874,alex.lopez@bodega:mass.com,Gerente de recursos humanos
904,10,545,909342306,diana.ruiz@sanfernando.com,Gerente de almacen
905,5,277,979679572,carlos.rodriguez@plazaveayvivanda.com,Gerente de producción
906,1,527,948327534,julio.rojas@sanfernando.com,Gerente de producción
907,10,863,998437653,pedro.diaz@bodega:mass.com,Gerente de recursos humanos
908,11,360,948401443,diana.fernandez@plazaveayvivanda.com,Gerente de producción
909,6,516,927232819,cristhian.mamano@tottus.com,Gerente de producción
910,7,385,918819055,diana.ruiz@plazaveayvivanda.com,Gerente de logística
911,8,565,989310666,elena.diaz@wongymetro.com,Gerente de recursos humanos
912,8,155,967976644,julio.perez@makro.com,Gerente de logística
913,10,849,902476807,julio.vargas@sanfernando.com,Gerente de recursos humanos
914,9,34,934198642,elena.lopez@sanfernando.com,Gerente de recursos humanos
915,11,809,936376362,pedro.rodriguez@sanfernando.com,Gerente de almacen
916,6,122,919658783,leonardo.castillo@sanfernando.com,Gerente de producción
917,4,160,902976385,maria.mamano@sanfernando.com,Gerente de recursos humanos
918,7,720,919313325,elena.martinez@bodega:mass.com,Gerente de producción
919,8,277,917018464,ana.fernandez@wongymetro.com,Gerente de producción
920,10,287,993354176,diego.gomez@bodega:mass.com,Gerente de almacen
921,5,411,980494236,elena.castillo@bodega:mass.com,Gerente de producción
922,5,838,936674050,juan.vargas@wongymetro.com,Gerente de almacen
923,9,429,907537484,jose.diaz@bodega:mass.com,Gerente de producción
924,8,661,906890653,juan.rojas@tottus.com,Gerente de recursos humanos
925,11,613,923517288,elena.lopez@sanfernando.com,Gerente de almacen
926,9,92,936177239,leonardo.rodriguez@sanfernando.com,Gerente de logística
927,4,15,999318470,leonardo.rodriguez@sanfernando.com,Gerente de recursos humanos
928,11,733,911776422,ana.castillo@bodega:mass.com,Gerente de producción
929,10,483,987001138,diego.diaz@plazaveayvivanda.com,Gerente de almacen
930,1,806,967151753,ana.vargas@plazaveayvivanda.com,Gerente de almacen
931,6,338,932063540,luis.lopez@tottus.com,Gerente de almacen
932,10,935,909331561,pedro.lopez@sanfernando.com,Gerente de recursos humanos
933,6,995,933656498,pedro.rodriguez@sanfernando.com,Gerente de producción
934,7,200,996563920,luis.rojas@sanfernando.com,Gerente de producción
935,2,347,958430875,leonardo.mamano@sanfernando.com,Gerente de recursos humanos
936,11,842,946462213,jose.fernandez@sanfernando.com,Gerente de producción
937,4,350,905974499,cristhian.vargas@sanfernando.com,Gerente de recursos humanos
938,3,75,975328397,alex.cárdenas@sanfernando.com,Gerente de producción
939,4,34,924666613,carlos.perez@sanfernando.com,Gerente de almacen
940,4,334,912313378,cristhian.rojas@bodega:mass.com,Gerente de producción
941,7,679,919127431,carlos.perez@bodega:mass.com,Gerente de recursos humanos
942,3,641,941482241,cristhian.rodriguez@tottus.com,Gerente de almacen
943,4,702,972871406,diego.castillo@tottus.com,Gerente de almacen
944,11,627,986405887,ana.castillo@bodega:mass.com,Gerente de logística
945,2,787,966581444,diana.gonzalez@sanfernando.com,Gerente de producción
946,11,881,940238524,jose.castillo@sanfernando.com,Gerente de producción
947,4,585,936055564,luis.huaman@sanfernando.com,Gerente de logística
948,11,916,950537368,cristhian.rodriguez@plazaveayvivanda.com,Gerente de producción
949,9,699,962418621,ana.mamano@sanfernando.com,Gerente de producción
950,2,440,941669998,julio.lopez@bodega:mass.com,Gerente de producción
951,9,582,988279943,diego.martinez@sanfernando.com,Gerente de logística
952,6,972,942932404,jose.mamano@makro.com,Gerente de almacen
953,8,135,968044215,ana.ruiz@sanfernando.com,Gerente de recursos humanos
954,9,909,973195409,leonardo.perez@sanfernando.com,Gerente de producción
955,6,138,939474131,fernando.rodriguez@bodega:mass.com,Gerente de logística
956,2,470,908458697,fernando.lopez@wongymetro.com,Gerente de recursos humanos
957,7,570,996018670,leonardo.fernandez@makro.com,Gerente de almacen
958,8,523,978466587,carlos.lopez@sanfernando.com,Gerente de logística
959,8,623,955926618,carlos.rojas@sanfernando.com,Gerente de logística
960,11,484,955716889,luis.mamano@sanfernando.com,Gerente de almacen
961,9,601,959501148,juan.gomez@sanfernando.com,Gerente de recursos humanos
962,8,379,943415072,luis.huaman@wongymetro.com,Gerente de producción
963,5,347,969341803,jose.mamano@wongymetro.com,Gerente de logística
964,8,486,960324764,jose.cárdenas@makro.com,Gerente de producción
965,5,807,972309236,juan.castillo@plazaveayvivanda.com,Gerente de producción
966,10,714,967279499,carlos.martinez@tottus.com,Gerente de recursos humanos
967,7,360,934372199,diego.perez@tottus.com,Gerente de almacen
968,9,160,996935015,cristhian.martinez@wongymetro.com,Gerente de logística
969,8,407,910742973,leonardo.rodriguez@makro.com,Gerente de logística
970,6,500,960620268,carlos.cárdenas@sanfernando.com,Gerente de producción
971,1,865,940407871,jose.ruiz@tottus.com,Gerente de recursos humanos
972,2,736,936592105,carlos.huaman@bodega:mass.com,Gerente de logística
973,4,474,994491807,pedro.ruiz@makro.com,Gerente de almacen
974,1,148,934388247,leonardo.mamano@makro.com,Gerente de almacen
975,8,595,912797637,cristhian.rojas@tottus.com,Gerente de producción
976,9,214,908895835,ana.ruiz@bodega:mass.com,Gerente de recursos humanos
977,2,71,926223404,luis.fernandez@sanfernando.com,Gerente de logística
978,3,332,926256555,diego.perez@bodega:mass.com,Gerente de logística
979,8,722,985128087,alex.cárdenas@bodega:mass.com,Gerente de almacen
980,5,971,985004723,leonardo.perez@bodega:mass.com,Gerente de logística
981,4,726,929969383,ana.fernandez@wongymetro.com,Gerente de producción
982,2,679,961900408,ana.rojas@tottus.com,Gerente de recursos humanos
983,11,179,961745330,alex.diaz@sanfernando.com,Gerente de producción
984,4,913,995628009,carlos.lopez@wongymetro.com,Gerente de recursos humanos
985,10,677,989613267,alex.cárdenas@sanfernando.com,Gerente de producción
986,4,82,987616903,luis.huaman@sanfernando.com,Gerente de logística
987,8,81,904517654,elena.mamano@sanfernando.com,Gerente de almacen
988,8,536,915996654,diego.gomez@bodega:mass.com,Gerente de almacen
989,9,993,973785295,cristhian.fernandez@sanfernando.com,Gerente de producción
990,11,373,980368888,diego.gomez@sanfernando.com,Gerente de producción
991,7,838,971334202,elena.rodriguez@sanfernando.com,Gerente de logística
992,7,835,973493463,fernando.huaman@sanfernando.com,Gerente de almacen
993,2,296,978994810,ana.huaman@sanfernando.com,Gerente de logística
994,10,481,912989574,fernando.ruiz@tottus.com,Gerente de recursos humanos
995,7,721,943772697,pedro.martinez@plazaveayvivanda.com,Gerente de producción
996,2,64,951194979,diego.fernandez@sanfernando.com,Gerente de almacen
997,9,741,921383290,julio.lopez@sanfernando.com,Gerente de logística
998,1,702,952040228,maria.martinez@makro.com,Gerente de almacen
999,5,145,943231551,alex.martinez@sanfernando.com,Gerente de almacen
1000,9,734,948992936,maria.vargas@wongymetro.com,Gerente de almacen
